Transaction_ID	Items
3478	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=condominium,ethnic classification=white,language in home=english}
3480	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3483	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3484	{income=$0-$40,000,sex=female,marital status=divorced,age=35+,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3486	{income=$0-$40,000,sex=male,marital status=divorced,age=35+,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
3487	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3489	{income=$40,000+,sex=female,marital status=widowed,age=35+,education=college graduate,occupation=homemaker,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=white,language in home=english}
3490	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
3491	{income=$40,000+,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=white,language in home=english}
3493	{income=$0-$40,000,sex=male,marital status=married,age=14-34,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=hispanic,language in home=english}
3494	{income=$0-$40,000,sex=female,marital status=married,age=14-34,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3495	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3496	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3498	{income=$40,000+,sex=male,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3499	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=laborer,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=0,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3500	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=white,language in home=english}
